NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

aaa.lzu.edu.cn. 3600 IN A 202.201.0.175
mu.lzu.edu.cn. 3599 IN A 202.201.1.56

mu.lzu.edu.cn. 3599 IN A 202.201.1.56

mu.lzu.edu.cn. 3599 IN A 202.201.1.56

mu.lzu.edu.cn. 3599 IN A 202.201.1.56

mu.lzu.edu.cn. 3599 IN A 202.201.1.56

mu.lzu.edu.cn. 3599 IN A 202.201.1.56

mu.lzu.edu.cn. 3599 IN A 202.201.1.56

museum.lzu.edu.cn. 3600 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

museum.lzu.edu.cn. 3599 IN A 202.201.1.170

my.lzu.edu.cn. 30 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

my.lzu.edu.cn. 29 IN A 202.201.0.182

mzzj.lzu.edu.cn. 3600 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 734 IN A 202.201.0.189

nctcs2019.lzu.edu.cn. 7200 IN A 202.201.0.42

ndklgs.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7187 IN A 202.201.1.185

news.lzu.edu.cn. 1036 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

news.lzu.edu.cn. 1035 IN A 202.201.0.153

noc.lzu.edu.cn. 3600 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

noc.lzu.edu.cn. 3599 IN A 202.201.0.159

ntb.lzu.edu.cn. 3600 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntb.lzu.edu.cn. 3599 IN A 202.201.1.58

ntp.lzu.edu.cn. 3600 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

ntp.lzu.edu.cn. 3599 IN A 202.201.0.168

nursing.lzu.edu.cn. 262 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 93 IN A 202.201.1.184

nursing.lzu.edu.cn. 261 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 93 IN A 202.201.1.184

nursing.lzu.edu.cn. 261 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 93 IN A 202.201.1.184

nursing.lzu.edu.cn. 261 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 93 IN A 202.201.1.184

oa.lzu.edu.cn. 60 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oa.lzu.edu.cn. 59 IN A 202.201.13.77

oaapi.lzu.edu.cn. 7200 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

oaapi.lzu.edu.cn. 7199 IN A 202.201.13.177

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

NXDOMAIN for @.obp.lzu.edu.cn

officeonline.lzu.edu.cn. 7200 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

officeonline.lzu.edu.cn. 7199 IN A 202.201.13.55

openvpn.lzu.edu.cn. 3600 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

openvpn.lzu.edu.cn. 3599 IN A 202.201.1.83

oss.lzu.edu.cn. 3600 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

oss.lzu.edu.cn. 3599 IN A 202.201.0.143

pan.lzu.edu.cn. 3600 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pan.lzu.edu.cn. 3599 IN A 202.201.1.11

pcim.lzu.edu.cn. 3600 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

pcim.lzu.edu.cn. 3599 IN A 210.26.49.251

phy.lzu.edu.cn. 261 IN A 202.201.0.44

phy.lzu.edu.cn. 260 IN A 202.201.0.44

phy.lzu.edu.cn. 260 IN A 202.201.0.44

phy.lzu.edu.cn. 260 IN A 202.201.0.44

pipeapi.lzu.edu.cn. 3600 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pipeapi.lzu.edu.cn. 3599 IN A 202.201.1.119

pis.lzu.edu.cn. 3600 IN CNAME job.lzu.edu.cn.
job.lzu.edu.cn. 3596 IN A 202.201.1.66

pml.lzu.edu.cn. 3600 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pml.lzu.edu.cn. 3599 IN A 210.26.49.132

pmp.lzu.edu.cn. 7200 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

pmp.lzu.edu.cn. 7199 IN A 202.201.0.42

ppmb.lzu.edu.cn. 3600 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

ppmb.lzu.edu.cn. 3599 IN A 210.26.51.253

press.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3590 IN A 202.201.1.184

psyphy.lzu.edu.cn. 7200 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

psyphy.lzu.edu.cn. 7199 IN A 202.201.1.62

pubmail.lzu.edu.cn. 243 IN A 202.201.0.65

qa.lzu.edu.cn. 7200 IN A 202.201.0.42

rancher.lzu.edu.cn. 7200 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rancher.lzu.edu.cn. 7199 IN A 202.201.13.220

rcenw.lzu.edu.cn. 3600 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

rcenw.lzu.edu.cn. 3599 IN A 202.201.13.63

reagent.lzu.edu.cn. 3600 IN A 202.201.0.42

renwensilumap.lzu.edu.cn. 1245 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

renwensilumap.lzu.edu.cn. 1244 IN A 202.201.13.161

report.lzu.edu.cn. 7200 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

report.lzu.edu.cn. 7199 IN A 202.201.13.49

rlzy.lzu.edu.cn. 7200 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rlzy.lzu.edu.cn. 7199 IN A 202.201.13.56

rockauto.lzu.edu.cn. 3600 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rockauto.lzu.edu.cn. 3599 IN A 202.201.1.141

rscyy.lzu.edu.cn. 7200 IN A 202.201.13.187

ryxxpc.lzu.edu.cn. 7200 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

ryxxpc.lzu.edu.cn. 7199 IN A 202.201.13.84

sakai.lzu.edu.cn. 3600 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

sakai.lzu.edu.cn. 3599 IN A 202.201.1.104

scholar.lzu.edu.cn. 7200 IN A 202.201.7.4

scholar.lzu.edu.cn. 7199 IN A 202.201.7.4

scholar.lzu.edu.cn. 7199 IN A 202.201.7.4

scholar.lzu.edu.cn. 7199 IN A 202.201.7.4

shenji.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 258 IN A 202.201.1.184

shufa.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 258 IN A 202.201.1.184

sice.lzu.edu.cn. 7200 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sice.lzu.edu.cn. 7199 IN A 202.201.13.172

sigma.lzu.edu.cn. 3299 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sigma.lzu.edu.cn. 3298 IN A 202.201.0.132

sip.lzu.edu.cn. 3600 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sip.lzu.edu.cn. 3599 IN A 202.201.3.180

sjlw.lzu.edu.cn. 7200 IN A 202.201.0.42

skc.lzu.edu.cn. 258 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 3857 IN A 202.201.1.185

sklaoc.lzu.edu.cn. 7200 IN A 202.201.13.172

sklaoc.lzu.edu.cn. 7199 IN A 202.201.13.172

sklaoc.lzu.edu.cn. 7199 IN A 202.201.13.172

sklaoc.lzu.edu.cn. 7199 IN A 202.201.13.172

sklgae.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 257 IN A 202.201.1.184

smg.lzu.edu.cn. 7200 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smg.lzu.edu.cn. 7199 IN A 202.201.13.139

smtp.lzu.edu.cn. 7200 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

smtp.lzu.edu.cn. 7199 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 7193 IN A 202.201.0.65

snst.lzu.edu.cn. 260 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 3857 IN A 202.201.1.185

snst-hu.lzu.edu.cn. 3600 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

snst-hu.lzu.edu.cn. 3599 IN A 202.201.1.46

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

NXDOMAIN for soc.lzu.edu.cn

sph.lzu.edu.cn. 260 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

sph.lzu.edu.cn. 259 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

sph.lzu.edu.cn. 259 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

sph.lzu.edu.cn. 259 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

spin.lzu.edu.cn. 1726 IN A 202.201.0.131

spin.lzu.edu.cn. 1725 IN A 202.201.0.131

